user_name;tweet;personal (0=no, 1=yes);tweet_proc
SingHealthSG;"Find out how nurses support patients with diabetes and see what it’s like to work in the A&amp;E!
Read these stories... https://t.co/mylsHAcGwL";0;['find', 'nurs', 'support', 'patient', 'diabet', 'see', 'like', 'work', 'e', 'read', 'stori', 'URL']
Richmond_Thames;New course for Merton diabetes patients #RichmondUponThames https://t.co/H8tu5y6CsS;0;['new', 'cours', 'merton', 'diabet', 'patient', 'richmondupontham', 'URL']
Richmond_Thames;A new course aims to improve the mood of diabetes patients in Merton #RichmondUponThames https://t.co/lYCyfCSImf;0;['new', 'cours', 'aim', 'improv', 'mood', 'diabet', 'patient', 'merton', 'richmondupontham', 'URL']
Metro_Optics;Having #diabetes can put #vision at risk. Patients must stay on top of #eyecare w/regular visits: https://t.co/fDiFwJCYvd #eyehealth #Bronx;0;['diabet', 'put', 'vision', 'risk', 'patient', 'must', 'stay', 'top', 'eyecar', 'w', 'regular', 'visit', 'URL', 'eyehealth', 'bronx']
Metro_Optics;DYK? An eye exam can detect signs of #diabetes. Soon, the #Bronx will have a new treatment center: https://t.co/3z3I5zvtdG @BronxnetTV;0;['dyk', 'eye', 'exam', 'detect', 'sign', 'diabet', 'soon', 'bronx', 'new', 'treatment', 'center', 'URL', 'USER']
OptimalCells;#Chromium is an #essential mineral known to potentiate #insulin action. Optimal Cells Blog https://t.co/lhu3tZxyZ1 https://t.co/KCtfRSVecZ;0;['chromium', 'essenti', 'miner', 'know', 'potenti', 'insulin', 'action', 'optim', 'cell', 'blog', 'URL', 'URL']
OptimalCells;#Chromium #mineral plays role in how #insulin helps the body regulate #blood #sugar levels. Optimal Cells Blog… https://t.co/SxKJJzZEjY;0;['chromium', 'miner', 'play', 'role', 'insulin', 'help', 'bodi', 'regul', 'blood', 'sugar', 'level', 'optim', 'cell', 'blog', 'URL']
heystartup;Wearable mosquitos could be the future of diabetes treatment https://t.co/jsLyFYUoN2 #wearable #mosquitos https://t.co/z6mtRqU0ME;0;['wearabl', 'mosquito', 'could', 'futur', 'diabet', 'treatment', 'URL', 'wearabl', 'mosquito', 'URL']
heystartup;Sami Inkinen on his bold plan to cure type 2 diabetes forever https://t.co/tKuJuZc0aM #sami_inkinen #virta https://t.co/xXt3QcPJV0;0;['sami', 'inkinen', 'bold', 'plan', 'cure', 'TYPETWO', 'diabet', 'forev', 'URL', 'sami_inkinen', 'virta', 'URL']
CKNW;"""It raises taxes by $15000 on the average person."" @PierrePoilievre &amp; @charlesadler on the Feds' ""diabetic tax grab"" https://t.co/Z1It9LX76O";0;['rais', 'tax', '15000', 'averag', 'person', 'USER', 'USER', 'fed', 'diabet', 'tax', 'grab', 'URL']
CellReports;Examining the link between hepatic steatosis and hepatic insulin resistance https://t.co/2HukEpVBrH https://t.co/9MKzlJr8A7;0;['examin', 'link', 'hepat', 'steatosi', 'hepat', 'insulin', 'resist', 'URL', 'URL']
CellReports;Microbial-host metabolites in HFD mice as predictors of anxiety, obesity and glucose tolerance https://t.co/jErAOEAO6B;0;['microbial-host', 'metabolit', 'hfd', 'mice', 'predictor', 'anxieti', 'obes', 'glucos', 'toler', 'URL']
LostCreekChiro;Salmon is full of healthy protein, which helps stabilize blood sugar by regulating insulin. https://t.co/PCXXcluwgw https://t.co/cU9ltgFJTk;0;['salmon', 'full', 'healthi', 'protein', 'help', 'stabil', 'blood', 'sugar', 'regul', 'insulin', 'URL', 'URL']
LostCreekChiro;Prolong sitting raises your risk for #obesity, #diabetes, heart disease, breast cancer, and colon cancer. Use a sit-stand workstation;0;['prolong', 'sit', 'rais', 'risk', 'obes', 'diabet', 'heart', 'diseas', 'breast', 'cancer', 'colon', 'cancer', 'use', 'sit-stand', 'workstat']
dmuleicester;Fariya wins award for helping raise awareness of diabetes: https://t.co/vzITe7IIjO #IchoseDMU https://t.co/MHi63TR6QC;0;['fariya', 'win', 'award', 'help', 'rais', 'awar', 'diabet', 'URL', 'ichosedmu', 'URL']
dmuleicester;Fariya named best @dmuhls volunteer for her work raising awareness of diabetes: https://t.co/f2A69MY3oN #loveDMU… https://t.co/gCRCixr4hA;0;['fariya', 'name', 'best', 'USER', 'volunt', 'work', 'rais', 'awar', 'diabet', 'URL', 'lovedmu', 'URL']
Healthytarian;"Big 7-year study finds #FRUITS are not a problem for #diabetes. On the contrary, they help to prevent &amp; treat it. https://t.co/EtSXN5T3hu";0;['big', '7', 'year', 'studi', 'find', 'fruit', 'problem', 'diabet', 'contrari', 'help', 'prevent', 'treat', 'URL']
Healthytarian;Fresh #fruit protects against #diabetes https://t.co/I0mYPzq5RL #nutrition #plantbased;0;['fresh', 'fruit', 'protect', 'diabet', 'URL', 'nutrit', 'plantbas']
MatrixMedNtwk;He was having a diabetic episode and there was no source of quick sugar anywhere in his apartment. https://t.co/qlITBttSED;0;['diabet', 'episod', 'sourc', 'quick', 'sugar', 'anywher', 'apart', 'URL']
MatrixMedNtwk;After taking insulin and eating, she didn't feel well. Her blood glucose level was only 30 - dangerously low!… https://t.co/1M3EWMa9tC;0;['take', 'insulin', 'eat', 'feel', 'well', 'blood', 'glucos', 'level', '30', 'danger', 'low', 'URL']
MariadoCarmoTie;Does needing to take insulin mean that I've failed at managing my diabetes? - Diabetes Self-Management https://t.co/P48oWg1uU1;0;['need', 'take', 'insulin', 'mean', 'i', 'fail', 'manag', 'my', 'diabet', 'diabet', 'self-manag', 'URL']
MariadoCarmoTie;I'll be going through airport security during the holidays. How should I pack my insulin? - Diabetes Self-Management https://t.co/7hcz77xyh4;0;['i', 'go', 'airport', 'secur', 'holiday', 'i', 'pack', 'my', 'insulin', 'diabet', 'self-manag', 'URL']
Rxdiet1Robin;Eat low carbohydrate meals to reduce insulin secretion https://t.co/lF6Jpo0iaD;0;['eat', 'low', 'carbohydr', 'meal', 'reduc', 'insulin', 'secret', 'URL']
Rxdiet1Robin;Medicaid in Calif to spend $5mil to prevent pre-diabetes progressing to diabetes via:diet, exercise, dec. stress. https://t.co/jF7FO9xXXs;0;['medicaid', 'calif', 'spend', '5mil', 'prevent', 'pre-diabet', 'progress', 'diabet', 'via', 'iet', 'exercis', 'dec', 'stress', 'URL']
bustavo;Almost done with GlucoSym. Checking and validating sample algorithms so we can publish it! #wearenotwaiting;0;['almost', 'do', 'glucosym', 'check', 'valid', 'sampl', 'algorithm', 'publish', 'wearenotwait']
bustavo;@smk Not cgm its the abbot freestyle libre... “flash monitoring”;0;['USER', 'cgm', 'abbot', 'freestyl', 'libr', 'flash', 'monitor']
TRGGroupBenefit;The pancreas can only do so much to produce insulin. Adding an exercise routine or watching your carbs and calories can help. #TRGHealth17;0;['pancrea', 'much', 'produc', 'insulin', 'add', 'exercis', 'routin', 'watch', 'carb', 'calori', 'help', 'trghealth', '17']
TRGGroupBenefit;Exercise is the best way to prevent #diabetes. #TRGHealth17;0;['exercis', 'best', 'way', 'prevent', 'diabet', 'trghealth', '17']
DoctorsDanger1;#Type_2_diabetes may be directly related to a lack of healthy bacteria in the #digestive_tract. https://t.co/UvfEkrlTqN;0;['type', '_2_diabet', 'may', 'direct', 'relat', 'lack', 'healthi', 'bacteria', 'digestive_tract', 'URL']
DoctorsDanger1;Rose_hips lower #cholesterol, improve #diabetic conditions, and alleviate #osteoarthritis. https://t.co/zEgjgPCJK6;0;['rose_hip', 'lower', 'cholesterol', 'improv', 'diabet', 'condit', 'allevi', 'osteoarthr', 'URL']
wi_john;"Novo Nordisk warns diabetes costs threaten to overwhelm healthcare via @FT
 https://t.co/LdDJgxckvc";0;['novo', 'nordisk', 'warn', 'diabet', 'cost', 'threaten', 'overwhelm', 'healthcar', 'via', 'USER', 'URL']
wi_john;Low-calorie diet caused remission in 90% of trial patients who lost 15kg or more, even those who had been diabetic… https://t.co/tru8F5SfIy;0;['low-calori', 'diet', 'caus', 'remiss', '90', 'trial', 'patient', 'lose', '15kg', 'even', 'diabet', 'URL']
ATP_CME;Top story: Gestational diabetes mellitus and interpregnancy weight change: A po… https://t.co/v8wCyTu0Ga, see more https://t.co/igKzACSLyu;0;['top', 'stori', 'gestat', 'diabet', 'mellitus', 'interpregn', 'weight', 'chang', 'po', 'URL', 'see', 'URL']
ATP_CME;Top story: Why a diabetes drug could help in Parkinson's disease https://t.co/Y31LwMF2uf, see more https://t.co/hJBRZcIQOf;0;['top', 'stori', 'diabet', 'drug', 'could', 'help', 'parkinson', 'diseas', 'URL', 'see', 'URL']
PositivelyJoan;☠️ #glyphosate linkd kidney heart gastrointestinal Alzheimers disease obesity diabetes depression infertility cancer https://t.co/XqhnohNWHB;0;['glyphos', 'linkd', 'kidney', 'heart', 'gastrointestin', 'alzheim', 'diseas', 'obes', 'diabet', 'depress', 'infertil', 'cancer', 'URL']
PositivelyJoan;Artificial sweeteners raise the risk of type-2 diabetes, new study confirms https://t.co/P7kh5yMeNc #Monsanto-#BigPharmaOwnsTheMedia;0;['artifici', 'sweeten', 'rais', 'risk', 'type', '2', 'diabet', 'new', 'studi', 'confirm', 'URL', 'monsanto-bigpharmaownsthemedia']
mediin_org;Focus on Fiber, Balance Your #BloodSugar. Fibers cut your type 2 #diabetes risk. #Balancedfood #behealthy… https://t.co/Dyszd9ri7k;0;['focus', 'fiber', 'balanc', 'bloodsugar', 'fiber', 'cut', 'TYPETWO', 'diabet', 'risk', 'balancedfood', 'behealthi', 'URL']
mediin_org;"7 alkaline foods that fight #cancer, pain gout, #diabetes &amp; #heartdisease. #Mediin #Healthcare #healthtips https://t.co/h6O5o1fGI2";0;['7', 'alkalin', 'food', 'fight', 'cancer', 'pain', 'gout', 'diabet', 'heartdiseas', 'mediin', 'healthcar', 'healthtip', 'URL']
johannabee;Body continuing to come up with new hypo symptoms. Chilled-to-the-bone cold that lingers after glucose back to normal. #fb;0;['bodi', 'continu', 'come', 'new', 'hypo', 'symptom', 'chilled-to-the-bon', 'cold', 'linger', 'glucos', 'back', 'normal', 'fb']
johannabee;I'd be cautious about it extending to the point of a device taking therapeutic *action*, like the newest insulin pumps do, being fastracked.;0;['i', 'would', 'cautious', 'extend', 'point', 'devic', 'take', 'therapeut', 'action', 'like', 'newest', 'insulin', 'pump', 'fastrack']
bacelyy;Microsoft’s Imagine Cup crowns its 15th winner, the X.GLU smart glucose meter for… https://t.co/Q4Pdra87LC #connectx;0;['microsoft', 'imagin', 'cup', 'crown', '15th', 'winner', 'x.glu', 'smart', 'glucos', 'meter', 'URL', 'connectx']
bacelyy;Sami Inkinen on his bold plan to cure type 2 diabetes forever https://t.co/FNgxcTuE5j #connectx;0;['sami', 'inkinen', 'bold', 'plan', 'cure', 'TYPETWO', 'diabet', 'forev', 'URL', 'connectx']
aqytha_joobjip;Roche buys diabetes app-maker mySugr in digital health push https://t.co/ZcHMIEk8TG https://t.co/lOrc7oe5oA Reuters;0;['roch', 'buy', 'diabet', 'app-mak', 'mysugr', 'digit', 'health', 'push', 'URL', 'URL', 'reuter']
aqytha_joobjip;FDA clears Novo Nordisk's diabetes drug to reduce cardiovascular risk https://t.co/LuRtf84wdb https://t.co/anafHbGklH Reuters;0;['fda', 'clear', 'novo', 'nordisk', 'diabet', 'drug', 'reduc', 'cardiovascular', 'risk', 'URL', 'URL', 'reuter']
markburgerenerg;Stock up on that insulin, too. https://t.co/d98RmV5s8T;0;['stock', 'insulin', 'URL']
markburgerenerg;It's about deterring behavior costing us all long term,whether polluting plastic bags or diabetes assisting sweeten… https://t.co/t8zdaMQWEB;0;['deter', 'behavior', 'cost', 'us', 'long', 'term', 'whether', 'pollut', 'plastic', 'bag', 'diabet', 'assist', 'sweeten', 'URL']
drdebs2110;@novoRAIpid @langgris @Diathlete Check psych support with your diabetes team. We are here to help.;0;['USER', 'USER', 'USER', 'check', 'psych', 'support', 'diabet', 'team', 'help']
drdebs2110;Off to Devon to talk about #psychology and #diabetes. Perhaps travelling on same day as #Glastonbury2017 not best plan?;0;['devon', 'talk', 'psycholog', 'diabet', 'perhap', 'travel', 'day', 'glastonburi', '2017', 'best', 'plan']
lockedmith;@HamillHimself @_MealsOnWheels I can't skip meals due to diabetes,  but I equal amount $ that I spend on myself 4… https://t.co/cIAQtmC2YR;0;['USER', 'USER', 'i', 'cannot', 'skip', 'meal', 'due', 'diabet', 'i', 'equal', 'amount', 'i', 'spend', 'myself', '4', 'URL']
lockedmith;"@HamillHimself @_MealsOnWheels Need edit button. 
I cannot skip meals due to diabetes.  I pledge equal $ to… https://t.co/ntvOZbHiTM";0;['USER', 'USER', 'need', 'edit', 'button', 'i', 'cannot', 'skip', 'meal', 'due', 'diabet', 'i', 'pledg', 'equal', 'URL']
BrJCardiol;"Drugs for diabetes – 
Glitazones (thiazolidinediones) and their effects on cardiovascular and cerebrovascular event… https://t.co/siKCJLJxHG";0;['drug', 'diabet', 'glitazon', 'thiazolidinedion', 'effect', 'cardiovascular', 'cerebrovascular', 'event', 'URL']
BrJCardiol;New @TheLancet article: monitoring glucose during pregnancy #diabetes https://t.co/3HQJ9gVhiU See also monitoring BP https://t.co/NhxX2Jdpr2;0;['new', 'USER', 'articl', 'monitor', 'glucos', 'pregnanc', 'diabet', 'URL', 'see', 'also', 'monitor', 'bp', 'URL']
ContemPeds;Less sleep tied to diabetes risk in children (via @nytimes) https://t.co/2ZyEvSGA2I #pediatrics https://t.co/U4U8tlUav9;0;['less', 'sleep', 'tie', 'diabet', 'risk', 'children', 'via', 'USER', 'URL', 'pediatr', 'URL']
ContemPeds;Why children with diabetes are at risk for disordered eating https://t.co/aa6DTizaY6 #pediatrics;0;['children', 'diabet', 'risk', 'disord', 'eat', 'URL', 'pediatr']
sutabna;#MariaSharapova's Meldonium drug used to fight heart problems, diabetes and wild boar impotence #MariaSharapova… https://t.co/Fr2L1zLf8B;0;['mariasharapova', 'meldonium', 'drug', 'use', 'fight', 'heart', 'problem', 'diabet', 'wild', 'boar', 'impot', 'mariasharapova', 'URL']
AllTheBestNews;Smoking and diabetes: Risks, effects, and how to quit https://t.co/MjY8fqISe6 #Diabetes;0;['smoke', 'diabet', 'risk', 'effect', 'quit', 'URL', 'diabet']
AllTheBestNews;New research could help develop drugs to better address heart problems in diabetics https://t.co/lawpwOcYdM #Diabetes;0;['new', 'research', 'could', 'help', 'develop', 'drug', 'better', 'address', 'heart', 'problem', 'diabet', 'URL', 'diabet']
dailytonic;People with insulin pumps and pacemakers should be terrified of hackers https://t.co/xdWyoOIPoa https://t.co/qGIXvodoxr;0;['peopl', 'insulin', 'pump', 'pacemak', 'terrifi', 'hacker', 'URL', 'URL']
dailytonic;650,000 black Americans could have diabetes and not know it https://t.co/oqQ00dJNs7 https://t.co/99J4lb4kF7;0;['650,000', 'black', 'american', 'could', 'diabet', 'know', 'URL', 'URL']
vahacameroon;Celebrating @MayMeasure17 month.  @vahacameroon installing #diabetic and #bloodpressure control clinic in #rural… https://t.co/docDEh6xYC;0;['celebr', 'USER', 'month', 'USER', 'instal', 'diabet', 'bloodpressur', 'control', 'clinic', 'rural', 'URL']
vahacameroon;Why should #antiretroviral in #developing countries be free and #insulin not. #Insulin4all @ncdalliance #NCDs;0;['antiretrovir', 'develop', 'countri', 'free', 'insulin', 'insulin', '4all', 'USER', 'ncds']
BI_contributors;Periodic fasting could help tackle diabetes — here's how, via @TheConversation https://t.co/oNTnUMqVaJ https://t.co/kgioDj5AYX;0;['period', 'fast', 'could', 'help', 'tackl', 'diabet', 'here', 'via', 'USER', 'URL', 'URL']
BI_contributors;A new third type of diabetes is being wrongly diagnosed as type 2 - via @TheConversationUS https://t.co/VkvGNBfVbG https://t.co/yQLMkURqOe;0;['new', 'third', 'type', 'diabet', 'wrong', 'diagnos', 'TYPETWO', 'via', 'USER', 'URL', 'URL']
contrariansmind;Could broccoli be a secret weapon against diabetes? https://t.co/RSglXRAUBm @wearewellian @medtechpreneur;0;['could', 'broccoli', 'secret', 'weapon', 'diabet', 'URL', 'USER', 'USER']
contrariansmind;Could a 30-year-old asthma drug lead to a new treatment for diabetes? https://t.co/9TZ0cxsZED @medtechpreneur;0;['could', '30', 'year-old', 'asthma', 'drug', 'lead', 'new', 'treatment', 'diabet', 'URL', 'USER']
weightloss4564;I added a video to a @YouTube playlist https://t.co/M7Hqq739b9 7 Step to Health| big-diabetes-lie Ebook Review by Max Sidorov | Dose;0;['i', 'add', 'video', 'USER', 'playlist', 'URL', '7', 'step', 'health', 'big-diabetes-li', 'ebook', 'review', 'max', 'sidorov', 'dose']
weightloss4564;7 Step to Health| big-diabetes-lie Ebook Review by Max Sidorov | Dose it... https://t.co/SvZp4oPD3e via @YouTube… https://t.co/V1WThbZPsZ;0;['7', 'step', 'health', 'big-diabetes-li', 'ebook', 'review', 'max', 'sidorov', 'dose', 'URL', 'via', 'USER', 'URL']
AJPCellPhys;"Learn more about ""glucose transporters at the human blood-brain barrier"" here: https://t.co/jMA7kgqLXD";0;['learn', 'glucos', 'transport', 'human', 'blood-brain', 'barrier', 'URL']
AJPCellPhys;"Today is #WorldDiabetesDay. The theme of #WDD 2017 is ""Women and diabetes - our right to a healthy future"": https://t.co/CqWjFTDzhM";0;['today', 'worlddiabetesday', 'theme', 'wdd', '2017', 'women', 'diabet', 'right', 'healthi', 'futur', 'URL']
Barbara61353150;Paid for in part by diabetic Canadians 😅Ways https://t.co/KyJL7uOFJ6;0;['pay', 'part', 'diabet', 'canadian', 'way', 'URL']
Barbara61353150;@gmbutts Unless you are a diabetic;0;['USER', 'unless', 'diabet']
PhRMA;Learn more about the advancements coming to diabetic patients thanks to innovation in diabetes treatments:… https://t.co/asZT77aEkA;0;['learn', 'advanc', 'come', 'diabet', 'patient', 'thank', 'innov', 'diabet', 'treatment', 'URL']
PhRMA;Report: Better health management for Medicaid patients w/ diabetes can save over $4bil based on 2016 spending. More… https://t.co/Sr0LBFiAw8;0;['report', 'better', 'health', 'manag', 'medicaid', 'patient', 'w', 'diabet', 'save', '4bil', 'base', '2016', 'spend', 'URL']
ClaraSK1;6 things I wish you'd stop believing about type 2 diabetes https://t.co/6mkkH3ZnOo;0;['6', 'thing', 'i', 'wish', 'would', 'stop', 'believ', 'TYPETWO', 'diabet', 'URL']
ethdorg;Please share this important program with family, friends, and anyone you know who has diabetes. People will be... https://t.co/KBQqraiOyg;0;['pleas', 'share', 'import', 'program', 'famili', 'friend', 'anyon', 'know', 'diabet', 'peopl', 'URL']
ethdorg;"You may be at risk for type 2 diabetes if you:

- Are over age 40
- Are overweight or obese
- Have a parent or... https://t.co/esSaDMxS1g";0;['may', 'risk', 'TYPETWO', 'diabet', 'age', '40', 'overweight', 'obes', 'parent', 'URL']
